MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Sudden Fear,1952.0,"
Film-Noir, Thriller            ",7.5,"
After an ambitious actor insinuates himself into the life of a wealthy middle-aged playwright and marries her, he plots with his mistress to murder her.","
    Director:
David Miller
| 
    Stars:
Joan Crawford, 
Jack Palance, 
Gloria Grahame, 
Bruce Bennett
",0.0063279714388864376,0.12895662368112543,0.0
Sonic X,2003.0,"
Animation, Action, Adventure            ",6.2,"
A slight malfunction causes Chaos Control, and sends Sonic the Hedgehog to Earth. While there, Sonic meets Chris Thorndyke, who aids at collecting the Chaos Emeralds, so Sonic and friends can go home.","
            
    Stars:
Gabriella Lewis, 
Jun'ichi Kanemaru, 
Sanae Kobayashi, 
Jason Griffith
",0.004450416961949715,0.035169988276670575,0.0
Ajin,2016.0,"
Animation, Action, Adventure            ",7.6,"
A high school student discovers he is an Ajin, a demi-human being. He ends up a fugitive on the run because of his powers.","
            
    Stars:
Mamoru Miyano, 
Martin Billany, 
Johnny Yong Bosch, 
Lucien Dodge
",0.006246629316146745,0.028135990621336458,0.0
Fearless,2020.0,"
Animation, Comedy, Family            ",4.9,"
A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.","
    Director:
Cory Edwards
| 
    Stars:
Yara Shahidi, 
Miles Robbins, 
Miguel, 
Jadakiss
",0.0015822714286351013,0.10433763188745603,0.0
Sebelum Iblis Menjemput,2018.0,"
Horror, Mystery, Thriller            ",6.0,"
When her estranged father falls into a mysterious coma, a young woman seeks answers at his old villa, where she and her stepsister uncover dark truths.","
    Director:
Timo Tjahjanto
| 
    Stars:
Chelsea Islan, 
Pevita Pearce, 
Ray Sahetapy, 
Karina Suwandhi
",0.0041952478371909555,0.12895662368112543,0.0
The Investigator: A British Crime Story,2016.0,"
Documentary, Crime            ",5.7,"
Series 1: In June 1985 Carole Packman, a wife and mother mysteriously disappeared and has never been seen since. Her husband Russell Causley is now serving a life sentence for her murder, ...                See full summary »
","
            
    Stars:
Mark Williams-Thomas, 
Rick Warden, 
Tanya Winsor, 
Frances Millar
",0.0018407833803557657,0.05509964830011723,0.0
Zeitgeist,2007.0,"
Documentary, History            ",8.1,"
Mythology and belief in society today, presenting uncommon perspectives of common cultural issues.","
    Director:
Peter Joseph
| 
    Stars:
Chogyam Trungpa, 
Jordan Maxwell, 
George Carlin, 
Bill Hicks
",0.054216196219485556,0.13833528722157093,0.0
Temple,2017.0,"
Adventure, Drama, Horror            ",3.6,"
Three American tourists follow a mysterious map deep into the jungles of Japan searching for an ancient temple. When spirits entrap them, their adventure quickly becomes a horrific nightmare.","
    Director:
Michael Barrett
| 
    Stars:
Logan Huffman, 
Natalia Warner, 
Brandon Sklenar, 
Naoto Takenaka
",0.005305066388543464,0.09144196951934348,0.0
Life in Colour,2021.0,"
Documentary            ",8.3,"
Exploring the many ways animals use colour throughout their lives.","
            
    Stars:
David Attenborough, 
Joerg Wiedenmann
",0.0024213209960732927,0.06916764361078546,0.0
Onisciente,2020.0,"
Drama, Sci-Fi, Thriller            ",6.4,"
In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.","
            
    Stars:
Carla Salle, 
Sandra Corveloni, 
Jonathan Haagensen, 
Guilherme Prates
",0.002007924728451023,0.0,0.0
Swiped,2018.0,"
Comedy, Romance            ",3.0,"
James, a college freshman and computer genius, is enlisted by his womanizing roommate, Lance, to code the ultimate hook-up app. But when James discovers that his divorced mother is using the app, unexpected consequences ensue.","
    Director:
Ann Deborah Fishman
| 
    Stars:
Kendall Ryan Sanders, 
Noah Centineo, 
Nathan Gamble, 
Christian Hutcherson
",0.012310517425042676,0.10902696365767878,0.0
Fear City: New York vs the Mafia,2020.0,"
Documentary, Crime            ",7.1,"
Five Mafia families ruled New York with a bloody fist in the 1970s and '80s, until a group of federal agents tried the unthinkable: taking them down.","
            
    Stars:
John Alite, 
Michael Franzese, 
Jim Kossler, 
John Joyce
",0.007077878954007158,0.18288393903868697,0.0
How to Plan an Orgy in a Small Town,2015.0,"
Comedy, Drama            ",5.5,"
When ""town slut"" turned sex columnist Cassie Cranston returns for her mother's funeral it spices things up in the small town of Beaver's Ridge when a group of eccentric town folk, each with their own motives, convince her to plan an orgy.","
    Director:
Jeremy LaLonde
| 
    Stars:
Jewel Staite, 
Ennis Esmer, 
Lauren Lee Smith, 
Katharine Isabelle
",0.0035344823743877055,0.11840562719812425,0.0
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019.0,"
Documentary, Biography, History            ",7.6,"
In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention.","
    Director:
Martin Scorsese
| 
    Stars:
Bob Dylan, 
Allen Ginsberg, 
Patti Smith, 
Martin von Haselberg
",0.006671168340308699,0.16647127784290738,0.0
Yuragi-sou no Yuuna-san,2018.0,"
Animation, Comedy, Fantasy            ",6.8,"
A young man with connections to the supernatural rents a room haunted by the ghost of a 16-year-old girl.","
            
    Stars:
Miyuri Shimabukuro, 
Yuki Ono, 
Eri Suzuki, 
Rie Takahashi
",0.0,0.028135990621336458,0.0
Bala,2019.0,"
Comedy            ",7.3,"
It tells the story of a man who is balding prematurely and how he copes up with the situation.","
    Director:
Amar Kaushik
| 
    Stars:
Ayushmann Khurrana, 
Bhumi Pednekar, 
Yami Gautam, 
Saurabh Shukla
",0.014169129215861935,0.1559202813599062,0.0
Rozario to banpaia,2008.0,"
Animation, Comedy, Fantasy            ",7.0,"
Tskune accidentally gets on a bus to a school of monsters.","
            
    Stars:
Daisuke Kishio, 
Nana Mizuki, 
Tia Lynn Ballard, 
Leah Clark
",0.0030442010866416178,0.029308323563892142,0.0
Cheese in the Trap,2016.0,"
Comedy, Romance            ",7.4,"
This drama series shows the delicate relationship between a female university student Hong Seol (Kim Go-Eun) and her senior Yoo Jung (Park Hae-Jin). Hong-Seol works a part-time job since ...                See full summary »
","
            
    Stars:
Park Hae-Jin, 
Kim Go-eun, 
Seo Kang-Joon, 
Nam Joo-Hyuk
",0.0037305948894861404,0.07033997655334115,0.0
Kidou Senshi Gundam: Tekketsu no Orphans,2015.0,"
Animation, Action, Drama            ",7.9,"
300 years after the Calamity War, a ragtag group of freedom fighters and an ancient Mobile Suit rise to the call for justice, once and for all.","
            
    Stars:
Bill Rogers, 
Adin Rudd, 
Jennifer Alyx, 
Sean Finkle
",0.0015399289537843027,0.028135990621336458,0.0
"Money, Explained",2021.0,"
Documentary            ",6.9,"
We spend it, borrow it and save it. Now let's talk about money and its many minefields, from credit cards to casinos, scammers to student loans.","
            
    Stars:
Hal Hershfield, 
Maria Konnikova, 
Bobby Cannavale, 
Edie Falco
",0.0016168139739081212,0.026963657678780773,0.0
Eulachacha Waikiki,2018.0,"
Comedy, Drama            ",8.3,"
With big dreams of financing their own film project, three struggling young men join forces in a guesthouse venture that is anything but profitable.","
            
    Stars:
Yi-Kyeong Lee, 
Kim Jung-hyun, 
In-sun Jung, 
Son Seung-Won
",0.0016702992052986037,0.07620164126611957,0.0
The Cabin with Bert Kreischer,2020.0,"
Comedy, Reality-TV            ",6.9,"
After years on the grind, Bert Kreischer sets out on a purifying retreat to a remote cabin.","
            
    Stars:
Bert Kreischer, 
LeeAnn Kreischer, 
Al Kreischer, 
Anthony Anderson
",0.001546614607708113,0.0,0.0
Frozen Planet,2011.0,"
Documentary            ",9.0,"
Focuses on life and the environment in both the Arctic and Antarctic.","
            
    Stars:
David Attenborough, 
Alec Baldwin, 
Chadden Hunter, 
Ted Giffords
",0.03118411845195912,0.3903868698710434,0.0
Si no t'hagués conegut,2018.0,"
Drama, Fantasy, Romance            ",7.7,"
A man who loses his family in a tragic accident discovers that he can travel to alternate universes, compelling him to find a world in which his family can be saved.","
            
    Stars:
Pablo Derqui, 
Andrea Ros, 
Javier Beltrán, 
Paula Malia
",0.002157237666082786,0.07033997655334115,0.0
Amend: The Fight for America,2021.0,"
Documentary, History            ",7.9,"
Will Smith hosts this look at the evolving, often lethal, fight for equal rights in America through the lens of the US Constitution's 14th Amendment.","
            
    Stars:
Will Smith, 
Bryan Stevenson, 
Larry Wilmore, 
Samira Wiley
",0.0011900463984382314,0.0,0.0
The Last Laugh,2019.0,"
Comedy            ",5.6,"
When retired talent manager Al Hart is reunited with his first client, Buddy Green, a comic who quit show business 50 years ago, he convinces Buddy to escape their retirement community and hit the road for a cross-country comedy tour.","
    Director:
Greg Pritikin
| 
    Stars:
Chevy Chase, 
Richard Dreyfuss, 
Andie MacDowell, 
Kate Micucci
",0.005880032625991148,0.1148886283704572,0.0
Serious Men,2020.0,"
Comedy, Drama            ",6.8,"
Tormented with his 'under-privileged' societal status, a father capitalizes on his son's newfound fame as a boy-genius. Little does he realize that the secret he harbors will destroy the very thing he loves the most.","
    Directors:
Sudhir Mishra, 
Sachin Krishn
| 
    Stars:
Nawazuddin Siddiqui, 
Nassar, 
Aakshath Das, 
Indira Tiwari
",0.007365362072731,0.13364595545134816,0.0
Hot Bot,2016.0,"
Comedy, Sci-Fi            ",3.4,"
Hot Bot is the hilarious journey of two sexually repressed and unpopular teenage geeks who accidentally discover a life-like super-model sex bot (Bardot).","
    Director:
Michael Polish
| 
    Stars:
Zack Pearlman, 
Doug Haley, 
Cynthia Kirchner, 
David Shackelford
",0.003990221116860773,0.10082063305978897,0.0
Untold: Malice at the Palace,2021.0,"
Documentary, Sport            ",0.0,"
A brawl broke out near the end of a game between the Indiana Pacers and the Detroit Pistons on November 19, 2004. Nearly 17 years later, we re-examine that night and all the consequences they came from it.","
    Director:
Floyd Russ
",0.0,0.07971864009378662,0.0
El Final del Paraíso,2019.0,"
Action, Drama            ",5.5,"
Catalina Santana's new mission will force her to face demons that threaten to destroy her and her family.","
            
    Stars:
Carmen Villalobos, 
Kimberly Reyes, 
Fabián Ríos, 
Gregorio Pernía
",0.0,0.05158264947245017,0.0
La dictadura perfecta,2014.0,"
Comedy, Drama            ",7.2,"
TV MX, the most powerful Mexican Television Corporation, discloses a scandalous story involving Governor Carmelo Vargas in serious crimes and illicit business. Worried about his political ...                See full summary »
","
    Director:
Luis Estrada
| 
    Stars:
Damián Alcázar, 
Alfonso Herrera, 
Joaquín Cosio, 
Osvaldo Benavides
",0.005462179255753005,0.16764361078546305,0.0
Jack Whitehall: Travels with My Father,2017.0,"
Documentary, Comedy            ",7.7,"
Follows Jack Whitehall as he embarks on the trip of a lifetime with his father, Michael. The two set off on a journey across South East Asia to partake in a series of adventures, mishaps and escapades with two very different perspectives.","
            
    Stars:
Jack Whitehall, 
Michael Whitehall, 
Hilary Whitehall, 
Steven Seagal
",0.004734557253711652,0.035169988276670575,0.0
Lady Driver,2020.0,"
Sport            ",5.9,"
When a rebellious teen embarks on a solo summer journey to connect with her roots, she finds herself in a new world, geared up for the ride of her life, and discovers she had the drive in her all along.","
    Director:
Shaun Paul Piccinino
| 
    Stars:
Grace Van Dien, 
Sean Patrick Flanery, 
Christina Moore, 
Casper Van Dien
",0.001242417354174745,0.12192262602579132,0.0
Intramural,2014.0,"
Comedy, Sport            ",4.4,"
With marriage, graduation, and the real world looming on the horizon, fifth year senior Caleb Fuller reassembles the ol' team of misfits for one last epic run in Intramural football.","
    Director:
Andrew Disney
| 
    Stars:
Jake Lacy, 
Nikki Reed, 
Kate McKinnon, 
Beck Bennett
",0.001572242947749386,0.11723329425556857,0.0
The Breaker Upperers,2018.0,"
Comedy            ",5.9,"
For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one grows a conscience, it threatens to derail their relationship.","
    Directors:
Madeleine Sami, 
Jackie van Beek
| 
    Stars:
Madeleine Sami, 
Jackie van Beek, 
James Rolleston, 
Celia Pacquola
",0.006320171509308658,0.10550996483001171,0.0
Typewriter,2019.0,"
Horror, Mystery, Thriller            ",6.5,"
Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home's buried past resurfaces in chilling ways.","
            
    Stars:
Aarnaa Sharma, 
Palomi Ghosh, 
Mikhail Gandhi, 
Palash Kamble
",0.004006935251670299,0.056271981242672915,0.0
Lady Dynamite,2016.0,"
Comedy            ",7.4,"
Series is based on what Maria has accepted to be ""her life."" The occasionally surreal episodes, refracted across multiple periods of the actor/comedian's life, tell the story of a woman who loses - and then finds - herself.","
            
    Stars:
Maria Bamford, 
Fred Melamed, 
Mary Kay Place, 
Ana Gasteyer
",0.0038041370826480537,0.035169988276670575,0.0
The Polka King,2017.0,"
Biography, Comedy, Drama            ",5.9,"
Local Pennsylvania polka legend Jan Lewan develops a plan to get rich that shocks his fans and lands him in jail.","
    Director:
Maya Forbes
| 
    Stars:
Jack Black, 
Jenny Slate, 
Jason Schwartzman, 
Jacki Weaver
",0.0107661313686425,0.11137162954279015,0.0
Ares,2020.0,"
Drama, Horror, Mystery            ",5.6,"
An Amsterdam student joins a secret society that has been around since the Dutch Golden Age, but must decide how far she is willing to go to rise up the ranks.","
            
    Stars:
Jade Olieberg, 
Tobias Kersloot, 
Lisa Smit, 
Frieda Barnhard
",0.004428131448870347,0.03751465416178194,0.0
Ghost in the Shell SAC_2045,2020.0,"
Animation, Action, Crime            ",6.3,"
Hired as a mercenary unit, the former members of Japan's elite Section 9 are faced with the sudden appearance of ""Post-Human,"" a being with tremendous intelligence and physical capabilities.","
            
    Stars:
Richard Epcar, 
Michael McCarty, 
Melissa Fahn, 
Crispin Freeman
",0.001914325573517679,0.029308323563892142,0.0
Osmosis,2019.0,"
Romance, Sci-Fi            ",5.9,"
In near future Paris, a dating app matches singles with their soulmates by mining their brain data, but decoding true love comes at a price.","
            
    Stars:
Agathe Bonitzer, 
Hugo Becker, 
Gaël Kamilindi, 
Manoel Dupont
",0.003045315362295586,0.06447831184056271,0.0
Der kommer en dag,2016.0,"
Drama            ",7.9,"
At the Orphanage Godhavn violence and humiliations plays a part of the everyday life. Based on real stories from Godhavn, where lots of boys were victims of violent and sexual abuse and medical neglect.","
    Director:
Jesper W. Nielsen
| 
    Stars:
Lars Mikkelsen, 
Sofie Gråbøl, 
Harald Kaiser Hermann, 
Albert Rudbeck Lindhardt
",0.004717843118902126,0.1395076201641266,0.0
Je ne suis pas un homme facile,2018.0,"
Comedy            ",6.3,"
A shameless chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women and locks horns with a powerful female author.","
    Director:
Eléonore Pourriat
| 
    Stars:
Vincent Elbaz, 
Marie-Sophie Ferdane, 
Pierre Benezit, 
Blanche Gardin
",0.01471735283761438,0.1148886283704572,0.0
Dick Johnson Is Dead,2020.0,"
Documentary, Drama            ",7.5,"
A daughter helps her father prepare for the end of his life.","
    Director:
Kirsten Johnson
| 
    Stars:
Michael Hilow, 
Ana Hoffman, 
Dick Johnson, 
Kirsten Johnson
",0.006077259416743551,0.10433763188745603,0.0
The Wiggles,1998.0,"
Adventure, Comedy, Family            ",5.9,"
Get ready to Wiggle with the Wiggles' TV series. Wiggle fans can join in on the fun with the beloved quartet Anthony, Murray, Greg and Jeff.","
            
    Stars:
Murray Cook, 
Jeff Fatt, 
Anthony Field, 
Greg Page
",0.0,0.035169988276670575,0.0
Diablero,2018.0,"
Adventure, Drama, Fantasy            ",6.7,"
A fallen priest, a legendary demon hunter, and a modern day superhero join forces to battle evil.","
            
    Stars:
Christopher Von Uckermann, 
Gisselle Kuri, 
Fátima Molina, 
Horacio Garcia Rojas
",0.002582890965898708,0.04689331770222743,0.0
Deadly Switch,2019.0,"
Mystery, Thriller            ",4.5,"
When a foreign exchange student, Ana, studying abroad in America becomes the target of a dangerous stalker, she accepts the invitation to move in with her roommate's family in their idyllic town.","
    Director:
Svetlana Cvetko
| 
    Stars:
Hayley McLaughlin, 
Danika Yarosh, 
Dylan Walsh, 
Teri Polo
",0.0012524458350604607,0.10199296600234466,0.0
Oktoberfest: Beer & Blood,2020.0,"
Drama, History, Thriller            ",6.8,"
1900: A rich newcomer with a shady past arrives in Munich determined to crash the local Oktoberfest with his own brewery. But when his daughter falls in love with the heir to a rival ...                See full summary »
","
            
    Stars:
Misel Maticevic, 
Martina Gedeck, 
Klaus Steinbacher, 
Mercedes Müller
",0.0020001247988732443,0.3376318874560375,0.0
La influencia,2019.0,"
Horror            ",4.5,"
After moving back to her family home to care for her dying mother, a nurse haunted by her childhood memories must struggle with an evil force in the house.","
    Director:
Denis Rovira van Boekholt
| 
    Stars:
Manuela Vellés, 
Maggie Civantos, 
Alain Hernández, 
Claudia Placer
",0.0037216806842543934,0.11606096131301288,0.0
Aggretsuko,2018.0,"
Animation, Comedy, Drama            ",8.1,"
Frustrated with her thankless office job, the 25-year-old red panda copes with her daily struggles by belting out heavy metal karaoke after work.","
            
    Stars:
Ben Diskin, 
Erica Mendez, 
G.K. Bowes, 
Katelyn Gault
",0.005789776298019709,0.017584994138335287,0.0
Solo,2018.0,"
Adventure, Biography, Drama            ",5.0,"
After falling by a cliff on a desert beach, a seriously injured surfer starts a lonely fight to survive against the merciless nature.","
    Director:
Hugo Stuven
| 
    Stars:
Alain Hernández, 
Aura Garrido, 
Ben Temple, 
Leticia Etala
",0.0028369458150034983,0.10668229777256741,0.0
Love Jacked,2018.0,"
Comedy, Romance            ",5.8,"
MAYA, has artistic ambitions - her father ED wants a dutiful daughter to run the family store. Taking her independence a step further, Maya decides to travel to Africa for inspiration and returns with a fiancé.","
    Director:
Alfons Adetuyi
| 
    Stars:
Keith David, 
Shamier Anderson, 
Amber Stevens West, 
Mike Epps
",0.0019778392857938767,0.11723329425556857,0.0
Audible,2021.0,"
Documentary, Short, Sport            ",5.3,"
Football player Amaree McKenstry-Hall and his Maryland School for the Deaf teammates attempt to defend their winning streak while coming to terms with the tragic loss of a close friend.","
    Director:
Matthew Ogens
| 
    Star:
Amaree McKenstry-Hall
",0.0,0.04572098475967174,0.0
Und morgen die ganze Welt,2020.0,"
Crime, Drama, Romance            ",6.0,"
How far one is willing to go for the sake of one's political commitment.","
    Director:
Julia von Heinz
| 
    Stars:
Mala Emde, 
Noah Saavedra, 
Tonio Schneider, 
Andreas Lust
",0.002148323460851039,0.13012895662368112,0.0
Just Say Yes,2021.0,"
Comedy, Romance            ",4.5,"
Incurable romantic Lotte's life is upended when her plans for a picture-perfect wedding unravel--just as her self-absorbed sister gets engaged.","
    Directors:
Appie Boudellah, 
Aram van de Rest
| 
    Stars:
Yolanthe Cabau, 
Noortje Herlaar, 
Jim Bakkum, 
Juvat Westendorp
",0.0018162693159684614,0.11371629542790151,0.0
Power Rangers Megaforce,2000.0,"
Action, Adventure, Family            ",5.7,"
An evil galactic armada has come to destroy the planet Earth and the newest team of Power Rangers must harness powers from Rangers of the past to stop them as the Power Rangers Megaforce.","
            
    Stars:
Andrew Gray, 
Ciara Hanna, 
John Mark Loudermilk, 
Christina Masterson
",0.00166584210268273,0.028135990621336458,0.0
Skylanders Academy,2016.0,"
Animation, Action, Adventure            ",6.6,"
""Skylanders Academy"" follows the heroic adventures of Spyro, Eruptor, Stealth Elf, Jet-Vac and Pop Fizz as they travel the vast Skylands universe, protecting it from evil-doers.","
            
    Stars:
Justin Long, 
Ashley Tisdale, 
Jonathan Banks, 
Chris Diamantopoulos
",0.0,0.029308323563892142,0.0
The Millionaire Detective: Balance - Unlimited,2020.0,"
Animation, Crime, Drama            ",7.4,"
A rich but eccentric detective and a middle-class cop team up to solve cases in Tokyo.","
            
    Stars:
Mamoru Miyano, 
Yûsuke Ohnuki, 
Maaya Sakamoto, 
Kazuyuki Okitsu
",0.0012312745976350613,0.026963657678780773,0.0
The Chestnut Man,2021.0,"
Crime, Drama, Mystery            ",0.0,"
A young woman is found brutally murdered in a playground and one of her hands is missing. Above her hangs a small man made of chestnuts.","
            
    Stars:
Esben Dalgaard Andersen, 
Morten Brovn, 
Danica Curcic, 
David Dencik
",0.0,0.058616647127784284,0.0
XOXO,2016.0,"
Drama, Music            ",5.3,"
Six strangers' lives collide in one frenetic, dream-chasing, hopelessly romantic night.","
    Director:
Christopher Louie
| 
    Stars:
Sarah Hyland, 
Graham Phillips, 
Brett DelBuono, 
Hayley Kiyoko
",0.007587102927870708,0.10785463071512309,0.0
High Score,2020.0,"
Documentary, History            ",7.4,"
Traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.","
            
    Stars:
Charles Martinet, 
Rebecca Ann Heineman, 
Nolan Bushnell, 
Tom Kalinske
",0.00763390250533738,0.2954279015240328,0.0
The Numbers Station,2013.0,"
Action, Thriller            ",5.6,"
A disgraced black ops agent is dispatched to a remote CIA broadcast station to protect a code operator. Soon, they find themselves in a life-or-death struggle to stop a deadly plot before it's too late.","
    Director:
Kasper Barfoed
| 
    Stars:
John Cusack, 
Malin Akerman, 
Liam Cunningham, 
Richard Brake
",0.02182866006124059,0.10433763188745603,0.0
The Unauthorized Bash Brothers Experience,2019.0,"
Short, Comedy, Music            ",6.9,"
The Lonely Island spoofs notorious baseball stars Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.","
    Directors:
Mike Diva, 
Akiva Schaffer
| 
    Stars:
Andy Samberg, 
Akiva Schaffer, 
Jorma Taccone, 
Hannah Simone
",0.005272752394578381,0.035169988276670575,0.0
TharnType,2019.0,"
Romance            ",8.2,"
Type is a freshman that seems like a warm person but is homophobic because of what happened in his childhood. His freshman life turns upside down when he gets a roommate, Tharn. What can possibly be the outcome of their story?","
            
    Stars:
Suppasit Jongcheveevat, 
Kanawut Traipipattanapong, 
Suttinut Uengtrakul, 
Kittipat Kaewcharoen
",0.0,0.06096131301289566,0.0
Fake or Fortune?,2010.0,"
Documentary            ",8.6,"
Journalist Fiona Bruce teams up with art expert Philip Mould to investigate mysteries behind paintings.","
            
    Stars:
Fiona Bruce, 
Philip Mould, 
Bendor Grosvenor, 
Aviva Bernstock
",0.0,0.0738569753810082,0.0
Zombieland Saga,2018.0,"
Animation, Action, Comedy            ",7.0,"
A young singer dies and becomes a zombie. She is put in a musical group with other zombie singer girls as part of a campaign to save the world.","
            
    Stars:
Rika Kinugawa, 
Kaede Hondo, 
Asami Tano, 
Risa Taneda
",0.0,0.028135990621336458,0.0
One Strange Rock,2018.0,"
Documentary            ",8.8,"
The extraordinary story of Earth and why it is special and uniquely brimming with life among a largely unknown but harsh cosmic arena; astronauts tell the story of Earth through a unique perspective.","
            
    Stars:
Will Smith, 
Chris Hadfield, 
Jerry Linenger, 
Mae C. Jemison
",0.008048413048613617,0.05509964830011723,0.0
Barry,2016.0,"
Biography, Drama            ",5.8,"
A look into the early life of U.S. President Barack Obama.","
    Director:
Vikram Gandhi
| 
    Stars:
Devon Terrell, 
Anya Taylor-Joy, 
Jason Mitchell, 
Ellar Coltrane
",0.007600474235718328,0.12192262602579132,0.0
The Trap,2019.0,"
Comedy            ",4.3,"
A man returns home to Atlanta to help his brother's struggling restaurant.","
    Director:
Erik White
| 
    Stars:
T.I., 
Mike Epps, 
Loretta Devine, 
Brian J. Pitt
",0.0015789286016731964,0.10550996483001171,0.0
We the People,2021.0,"
Animation, Short, Comedy            ",4.6,"
Learn the basics of rights and citizenship with upbeat songs by popular artists like Janelle Monáe, H.E.R., Adam Lambert, Brandi Carlile and more.","
            
    Stars:
Brandi Carlile, 
Cordae, 
Andra Day, 
Amanda Gorman
",0.0,0.003516998827667057,0.0
Mademoiselle de Joncquières,2018.0,"
Drama, Romance            ",6.9,"
Fooled by a notorious libertine, a widow plans her revenge.","
    Director:
Emmanuel Mouret
| 
    Stars:
Cécile de France, 
Edouard Baer, 
Alice Isaaz, 
Natalia Dontcheva
",0.0033795980584861002,0.12778429073856976,0.0
Huge in France,2019.0,"
Comedy            ",6.8,"
Gad is a hugely famous comedian...In France.","
            
    Stars:
Gad Elmaleh, 
Scott Keiji Takeda, 
Jordan Ver Hoeve, 
Erinn Hayes
",0.002890431046393981,0.035169988276670575,0.0
Abzurdah,2015.0,"
Biography, Drama, Romance            ",5.4,"
Cielo, a wealthy middle-class teenager, meets an older man online and falls obsessively in love. The relationship grows unstable, as she starts reaching unsustainable limits of physical and mental self-destruction.","
    Director:
Daniela Goggi
| 
    Stars:
Eugenia Suárez, 
Esteban Lamothe, 
Gloria Carrá, 
Rafael Spregelburd
",0.0021672661469685018,0.10550996483001171,0.0
Digimon Adventure,2020.0,"
Animation, Action, Adventure            ",7.4,"
Taichi is preparing for a summer camping trip until he encounters a strange phenomenon that sweeps him up into the Digital World along with the other DigiDestined.","
            
    Stars:
Yumiko Kobayashi, 
Masako Nozawa, 
Volcano Ota, 
Chika Sakamoto
",0.0,0.0,0.0
Pup Academy,2019.0,"
Family            ",6.6,"
Welcome to a secret world where pups learn to be a human's best friend: PUP ACADEMY. Follow three unlikely puppies - and their human friends - as they work together to discover the power of...                See full summary »
","
            
    Stars:
Christian Convery, 
Chance Hurstfield, 
Dylan Schombing, 
Travis Turner
",0.0,0.0,0.0
Guilt,2016.0,"
Crime, Drama, Mystery            ",6.0,"
An American college student living in London becomes the prime suspect in her roommate's gruesome murder.","
            
    Stars:
Daisy Head, 
Emily Tremaine, 
Cristian Solimeno, 
Naomi Ryan
",0.0028302601610796885,0.07033997655334115,0.0
El Club,2019.0,"
Comedy, Drama            ",6.3,"
Dealing with the pressure of his father and his need to be someone, Pablo decides to start a new shady, tricky business that will lead him to some happy but tragic experiences.","
            
    Stars:
Alejandro Speitzer, 
Minnie West, 
Jorge Caballero, 
Ana Gonzalez Bello
",0.0,0.035169988276670575,0.0
The Forty-Year-Old Version,2020.0,"
Comedy, Drama            ",7.2,"
Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.","
    Director:
Radha Blank
| 
    Stars:
Radha Blank, 
Peter Kim, 
Oswin Benjamin, 
Imani Lewis
",0.004844870543454521,0.14419695193434934,0.0
Ma-yak-wang,2018.0,"
Action, Crime, Drama            ",6.2,"
Set in Busan, South Korea during the 1970s, Lee Doo-sam builds an empire as a drug smuggler in the Busan underworld, while public prosecutor Kim In-goo attempts to take down Lee Doo-sam.","
    Director:
Min-ho Woo
| 
    Stars:
Kang-ho Song, 
Jo Jung-Suk, 
Bae Doona, 
Si-Won Cha
",0.0030297155031400284,0.16295427901524032,0.0
Bling Empire,2021.0,"
Reality-TV            ",5.8,"
Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series.","
            
    Stars:
Christine Chiu, 
Kevin Kreider, 
Kim Lee, 
Kelly Mi Li
",0.0025305200101621936,0.04454865181711606,0.0
Miss Americana,2020.0,"
Documentary, Biography, Music            ",7.4,"
A look at iconic pop artist Taylor Swift during a transformational time in her life as she embraces her role as a singer/songwriter and harnesses the full power of her voice.","
    Director:
Lana Wilson
| 
    Stars:
Taylor Swift, 
Andrea Swift, 
Scott Swift, 
Joel Little
",0.019175569729141872,0.09964830011723329,0.0
An Affair to Die For,2019.0,"
Horror, Thriller            ",4.8,"
A secret rendezvous. A man cheats on his wife. A woman cheats on her husband. And then everything goes bad, quickly.","
    Director:
Víctor García
| 
    Stars:
Claire Forlani, 
Amy Dincuff, 
Nathan Cooper, 
Titus Welliver
",0.0020647527868034106,0.09613130128956623,0.0
"Sex, Explained",2020.0,"
Documentary            ",6.9,"
From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.","
            
    Stars:
Janelle Monáe, 
Lisa Diamond, 
Shareen Joshi, 
Justin Lehmiller
",0.0030731722536447956,0.13012895662368112,0.0
